ID,Date,Location,Operator,Type,Aboard,Fatalities
1015,08/02/1949,"Jaquirana, Brazil",Varig,Curtiss C-46D-10-CU,36,5
1016,08/03/1949,"Sao Francisco Bay, Brazil",Lineas Aéreas Brasil,Douglas DC-3,30,5
1017,08/06/1949,"Salasaca, Ecuador",Shell Co of Ecuador,Bristol 170 Freighter 21,34,34
1018,08/15/1949,"Off Lurga Point, Ireland",Transocean Air Lines,Douglas DC-3 (C-54A-DO),58,8
1019,08/19/1949,"Oldham, England",British European Airways,Douglas DC-3,24,24
1020,08/21/1949,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,Consolidated Canso (amphibian),21,21
1021,08/27/1949,"Leopoldville, Zaire",Sabena,Douglas C-47B-5-DK,20,5
1022,09/09/1949,"Sault-aux-Cochons, PQ, Canada",Canadian PacifiAir Lines,Douglas DC-3,23,23
1023,09/26/1949,"Mt. Popocatepetl, Mexico",Mexicana,Douglas DC-3,24,24
1024,09/27/1949,"Near Castilla, Argentina",Flota Aérea Mercante Argentina,Douglas C-54A-1-DO,27,5
1025,10/09/1949,"Cheyenne, Wyoming",Slick Airways,Curtiss C-46E-1-CS,4,4
1026,10/28/1949,"San Miguel Island, Azores",Air France,Lockheed 749-79-33 Constellation,48,48
1027,11/01/1949,"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Air Force,Douglas C-54B / P-38,55,55
1028,11/04/1949,"Akron, Ohio",Harrington's Inc,Douglas DC-3,3,3
1029,11/20/1949,"Near Oslo, Norway",Aero Holland,Douglas C-47A,35,34
1030,11/28/1949,"Chaleyssin, France",Air France,Douglas DC-4,38,5
1031,11/29/1949,"Dallas, Texas",American Airlines,Douglas DC-6,46,28
1032,12/01/1949,"Taquaracucu, Brazil",REAL,Douglas DC-3 (C-47-DL),22,20
1033,12/07/1949,"Vallejo, California",Arrow Airlines,Douglas DC-3,9,9
1034,12/09/1949,"Near Lanchow, China",Civil Air Transport,Curtiss C-46D-CU,38,38
1035,12/10/1949,"Near Hoikow, China",Civil Air Transport,Curtiss C-46D-CU,40,17
1036,12/12/1949,"Jungshahi, Pakistan",Pakair,Douglas DC-3,26,26
1037,12/12/1949,"Washington, D.C.",Capital Airlines,Douglas DC-3-313A,23,6
1038,12/16/1949,"Orizaba, Mexico",Mexicana,Douglas DC-3,17,17
1039,12/18/1949,"Aulnay-sous-Bois, France",Sabena,Douglas C-47A-60-DL,8,8
1040,12/30/1949,"Comilla, Pakistan",Bharat Airways,Douglas C-54A-DO,7,7
1041,01/18/1950,"Albacete, Spain",Ejercito del Aire,Junkers JU-52/3m,16,16
1042,01/20/1950,"Near Vacas, Bolivia",Military - Bolivian Air Force,Douglas C-47,32,32
1043,01/24/1950,"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Douglas C-47A-50-DL,14,14
1044,01/24/1950,"Iloilo,Philippines",Philippine Air Lines,Douglas DC-3,4,4
1045,01/26/1950,"Near Snag, Yukon Territory",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),44,44
1046,02/02/1950,North Sea,KLM Royal Dutch Airlines,Douglas DC-3,7,7
1047,02/27/1950,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Douglas C-47A-15-DK,5,5
1048,03/07/1950,"Minneapolis, Minnesota",Northwest Orient Airlines,Martin 202,13,13
1049,03/10/1950,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Bristol 170 Freighter 21,4,4
1050,03/12/1950,"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Avro 689 Tudor 5,83,80
1051,03/25/1950,"Ankara, Turkey",Devlet Hava Yollairi,Douglas DC-3,15,15
1052,03/28/1950,"Off Cap-Ferret, France",SEMAF,Latecoere 631 (sea plane),12,12
1053,04/05/1950,"Hatiara, India",Deccan Airways,Douglas C-47A,3,3
1054,04/15/1950,"Santa Ana, Colombia",Lineas Aéreas Nacionales,Douglas C-47 (DC-3),25,25
1055,04/21/1950,"Near Atsugi, Japan",Military - U.S. Air Force,Douglas C-54D,35,35
1056,05/02/1950,"Chimborcza, Ecuador",AVIANCA,Douglas C-47DL,15,15
1057,05/17/1950,"Lagens Air Force Base, Azores",Military - U.S. Air Force,Boeing B-29,16,16
1058,05/23/1950,"Myrtle Beach, South Carolina",Military - U.S. Air Force,Curtiss C-46D,39,39
1059,05/27/1950,"Teterboro, New Jersey",Regina Cargo Airlines,Curtiss C-46F-1-CU,2,1
1060,05/30/1950,"Near Iheus, Brazil",Aerovias Brasil,Douglas DC-3,15,13
1061,06/05/1950,AtlantiOcean off Florida,Westair Transport,Curtiss C-46-F-1-CU,65,28
1062,06/09/1950,"Near Fonseca, Colombia",New Tribes Mission,Douglas DC-3-178,15,15
1063,06/12/1950,Off Bahrain,Air France,Douglas DC-4-1009,52,46
1064,06/14/1950,Off Bahrain,Air France,Douglas DC-4-1009,53,40
1065,06/23/1950,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,Douglas DC-4,58,58
1066,06/26/1950,"York, Australia",Ansett ANA,Douglas DC-4-1009,29,29
1067,07/07/1950,"Busan, South Korea",Military - U.S. Air Force,Douglas C-54G,23,23
1068,07/09/1950,"Casablanca, Morocco",Aigle Azur,Douglas DC-3,29,22
1069,07/17/1950,"Near Patharkot, India",Indian National Airlines,Douglas DC-3,22,22
1070,07/18/1950,"Near Bocoio, Angola",DTA Angola Airlines,Douglas DC-3,9,9
1071,07/27/1950,"Off O-shima Island, Japan",Military - U.S. Air Force,Douglas C-47D,26,25
1072,07/28/1950,"Porte Alegre, Brazil",Panair do Brasil,Lockheed 049 Constellation,50,50
1073,07/29/1950,"Tunbukta, Algeria",Cie Air Transport,Bristol 170 Freighter 21,26,26
1074,08/05/1950,"Near Fairfield, California",Military - U.S. Air Force,Boeing B-29MR,20,12
1075,08/25/1950,"Kampong Jenera, Malaysia",Military - Royal Air Force,Douglas C-47B,12,12
1076,08/31/1950,"Near Wadi Natrun, Egypt",Trans World Airlines,Lockheed 749A Constellation,55,55
1077,09/04/1950,"Utica, New York",Robinson Airlines,Douglas DC-3,23,16
1078,09/14/1950,"Tehran, Iran",Iran Air,Douglas DC-3,8,8
1079,09/20/1950,"Kwajalein, Marshall Islands",Military - U.S. Navy,Douglas R5D-3,26,26
1080,09/21/1950,"Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,11,10
1081,09/23/1950,"Karlstad, Sweden",Svenska Aero,Avro Ninteen I,10,10
1082,09/26/1950,"Near Kyushu Island, Japan",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),51,23
1083,10/13/1950,"Casablanca, Morocco",Air Atlas,Douglas DC-3,7,4
1084,10/13/1950,"Almelund, Minnisota",Northwest Orient Airlines,Martin 202,6,6
1085,10/17/1950,"London, England",British European Airways,Douglas C-47A,29,28
1086,10/31/1950,"London Heathrow, England",British European Airways,Vickers 610 Viking-1B,30,28
1087,11/03/1950,"Mont Blanc, France",Air India,Lockheed 749 Constellation,48,48
1088,11/06/1950,"Butte, Montana",Northwest Orient Airlines,Martin 202,21,21
1089,11/13/1950,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Douglas C-54B-1-DC,52,52
1090,11/17/1950,"Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,23,2
1091,11/21/1950,"Near Moran Junction, Wyoming",New Tribes Mission,Douglas DC-3,21,21
1092,11/23/1950,"Cuzco, Peru",Faucett,Douglas DC-3,9,9
1093,11/25/1950,"Khitka, Bhutan",Indamer,Douglas C-47A,3,3
1094,12/01/1950,"Near Chamaran, Iran",Iran Air,Douglas DC-3,8,8
1095,12/08/1950,"Ruig Piner, France",Air Atlas,Douglas DC-3,7,5
1096,12/08/1950,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,Douglas C-54A,56,46
1097,12/13/1950,"Katagiri, India",Air India,Douglas DC-3,21,21
1098,12/13/1950,"Londrina, Brazil",VASP,Douglas DC-3,9,9
1099,12/15/1950,"Valera, Venezuela",Avensa,Douglas C-47-DL,31,31
1100,12/19/1950,"Near Baguio, Philippines",Military - U.S. Air Force,Douglas C54E-DO (DC-4),38,38
1101,12/22/1950,"Penticton, British Columbia, Canada",Canadian PacifiAir Lines,Douglas DC-3,18,2
1102,12/30/1950,"Santiago del Estado, Argentina",Aerolineas Argentinas,Douglas DC-3,18,17
1103,01/12/1951,"Ixopo, South Africa",United Airways,de Havilland Dove 1,12,12
1104,01/13/1951,"Mt. Bukit, Besar,Thailand",Air Carriers,Douglas DC-3,10,10
1105,01/14/1951,"Philadelphia, Pennsylvania",National Airlines,Douglas DC-4-1009,28,7
1106,01/16/1951,"Near Reardon, Washington",Northwest Orient Airlines,Martin 202,10,10
1107,01/17/1951,"Near Civitavecchia, Italy",Alitalia,Savoia Marchetti SM-95,17,14
1108,01/28/1951,"Near An tung, Taiwan",Military -Royal Air Force,Short Sunderland 9 (flying boat),16,16
1109,01/31/1951,"Off Hafnarfjorour, Iceland",Icelandair,Douglas DC-3,20,20
1110,02/01/1951,"Off Terceira, Portugal",Military - Portuguese Air Force,Douglas C-54,14,14
1111,02/03/1951,"Near Mt. Cameroun, Buea, Nigeria",Air France,Douglas DC-4,29,29
1112,02/14/1951,"Yali, Colombia",Lineas Aéreas Nacionales,Curtiss C-46A,2,2
1113,03/02/1951,"Sioux City, Iowa",Mid Continent Airlines,Douglas DC-3,25,16
1114,03/11/1951,"Mt. Butler, Hong Kong",PacifiOverseas Airways,Douglas DC-4,24,24
1115,03/21/1951,"Corozal, Colombia",LANSA,Douglas C-47,27,27
1116,03/22/1951,Over the North Atlantic,Military - U.S. Air Force,Douglas C-124A Globemaster,53,53
1117,07/15/1966,Pakistan,Military - Pakistan Air Force,Lockheed C-130B Hercules,10,10
1118,03/22/1951,"Off Florianopolis, Brazil",Cruzeiro,Douglas DC-3,14,3
1119,03/26/1951,"Rio Grande, Argentina",Aerolineas Argentinas,Douglas DC-3,20,11
1120,04/02/1951,"Bogota, Colombia",AVIANCA,Douglas DC-3,26,26
1121,04/06/1951,"Refugio Pass, near Santa Barbara, California",Southwest Airways,Douglas DC-3,22,22
1122,04/08/1951,"Near Charleston, West Virginia",Military - U.S. Air Force,Douglas C-47B-DK,21,21
1123,04/09/1951,"Cape d'Arguilar, Hong Kong",Siamese Airways,Douglas DC-3,16,16
1124,04/25/1951,"Key West, Florida",Cubana de Aviacion / Military -  US Navy,Douglas DC-4 /Beechcraft SMB-1,43,43
1125,04/28/1951,"Fort Wayne, Indiana",United Air Lines,Douglas DC-3,11,11
1126,05/06/1951,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Convair B-36D,25,23
1127,05/08/1951,"Bordeaux, France",Hunting Air Travel,Vickers 639 Viking 1,32,2
1128,05/18/1951,"Rancharia,  Brazil",VASP,Douglas DC-3,6,6
1129,06/03/1951,"New Boston, Texas",Military - U.S. Air Force,Fairchild C-82,10,10
1130,06/06/1951,"Rio de Janeiro, Brazil",Lineas Aéreas Trans. Brasileira,Douglas DC-3D,19,2
1131,06/15/1951,"Medellin, Colombia",Sociedad Aeronautica Medellin,Douglas C-47A,3,3
1132,06/22/1951,"Near Sanoyea, Liberia",Pan American World Airways,Lockheed 049 Constellation,40,40
1133,06/29/1951,"Near Rijeka, Yugoslavia",JAT Yugoslav Airlines,Junkers 52/3m,14,14
1134,06/30/1951,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,Douglas DC-6B,50,50
1135,07/12/1951,"Near Tezpur, India",Indamer,Douglas C-47B,3,3
1136,07/12/1951,"Aracaju, Brazil",Loide Aereo Nacional,Douglas DC-3,33,33
1137,11/13/1951,"Puy-de-Dôme, France",Military - U. S. Air Force,Fairchild C-82 Packet,36,36
1138,07/12/1951,"Lyneham AFB, England",Military - Royal Air Force,Vickers Valetta C-1,10,10
1139,07/16/1951,"Off Lae, New Guinea",Qantas,de Havilland DHA-3 Drover II,7,7
1140,07/20/1951,"Thudamot, China",Air Outre-Mer,Douglas C-47A,3,3
1141,07/21/1951,"Near Sitka, Alaska",Canadian PacifiAir Lines,Douglas C-54A,37,37
1142,07/24/1951,"Gao, Mali",Sabena,Douglas DC-3,3,3
1143,07/29/1951,"Cochabamba, Bolivia",Loide Aéreo Nacional,Curtiss C-46A,7,7
1145,08/11/1951,"Moisville, France",Air France,Douglas DC-3D,5,5
1146,08/17/1951,"Ubatuba, Brazil",REAL,Douglas DC-3,10,10
1147,08/24/1951,"Decoto, California",United Air Lines,Douglas DC-6B,50,50
1148,09/08/1951,"Sao Paulo, Brazil",VASP,Douglas DC-3,13,13
1149,09/12/1951,"Off Redwood City, California",United Air Lines,Boeing 377 Stratocruiser 10-34,3,3
1150,09/12/1951,"Off Ialas Baeares, Spain",Societe Alpes Provence,Douglas DC-3,39,39
1151,09/15/1951,"Bangalore, India",Air India,Douglas C-47A-30-DK Dakota III,28,22
1152,09/29/1951,"La Paz, Bolivia",Frigorifico Cooperativo Los Andes,Curtiss C-46D-15-CU,27,27
1153,10/08/1951,"Cerro Blanco, Mexico",Aero Transportes,Douglas DC-3,8,8
1154,10/15/1951,"East Griqualand, South Africa",South African Airways,Douglas DC-3,17,17
1155,10/15/1951,North Atlantic,Military - U.S. Air Force,Boeing C-97A Stratofreighter,12,12
1156,10/17/1951,"Mt. Benson, BC, Canada",Queen Charlotte Airlines,Consolidated PBY-5A Catalina,23,23
1157,10/22/1951,"Skopje, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,12,12
1158,10/27/1951,"Near Flores, Guatemala",Military - Guatemalan Air Force,Douglas C-47,27,25
1159,11/05/1951,"Near Tucumcari, Arazona",Transocean Air Lines,Martin 202,29,1
1160,11/19/1951,"Cairo, Egypt",Devlet Hava Yollari,Douglas DC-3,5,5
1161,11/21/1951,"Calcutta, India",Deccan Airways,Douglas DC-3,17,16
1162,11/24/1951,"Zurich, Switzerland",El Al,Douglas DC-4,7,6
1163,11/27/1951,"San Luis Acatlan, Mexico",Lineas Aereas Unidas,DC-2-243,21,13
1164,12/04/1951,"Denver, Colorado",United Air Lines,Douglas DC-3A,3,3
1165,12/13/1951,"Yaramunda, Papua New Guinea",Qantas,de Havilland DH-84,3,3
1166,12/16/1951,"Elizabeth, New Jersey",Miami Airlines,Curtiss Wright C-46F,56,56
1167,12/23/1951,"Tehran, Iran",Misrair,SNCASE Languedoc,22,22
1168,12/29/1951,"Near Little Valley, New York",Continental Charters,Curtiss C-46A-50-CU,40,26
1169,12/30/1951,"Near Fairbanks, Alaska",Transocean Air Lines,Curtiss C 46F-CU,4,4
1170,12/30/1951,"Near Phoenix, Arizona",Military - U.S. Air Force,Douglas C-47D,28,28
1171,12/31/1951,"Calcutta, India",Kalinga Airlines,Douglas C-47A,3,3
1172,01/02/1952,"Andapa, Madagascar",Air France,Junkers JU-52/3m,11,6
1173,01/10/1952,"Com Edno, Wales",Aer Lingus,Douglas DC-3,23,23
1174,01/19/1952,"Off Sandspit, BC, Canada",Northwest Orient Airlines,Douglas DC-4,43,36
1175,01/22/1952,"Elizabeth, New Jersey",American Airlines,Convair CV-240-0,23,23
1176,02/04/1952,"Kikwit, Belgian Congo",Sabena,Douglas DC-3,15,15
1177,02/07/1952,"Kaneko, Japan",Military - U.S. Air Force,Boeing B-29,17,17
1178,02/11/1952,"Elizabeth, New Jersey",National Airlines,Douglas DC-6,63,29
1179,01/07/1953,"Issaquah, Washington",Flying Tiger Line,Douglas C-54B-10-DO,7,7
1180,02/16/1952,"Near Burgio, Italy",Hunting Air Travel,Vickers 614 Viking 1,31,31
1181,02/19/1952,"Near Yaounde, Cameroon",STAAP,Consolidated  32 Liberator II,9,9
1182,02/19/1952,"Nagpur, India",Deccan Airways,Douglas DC-3,16,3
1183,02/28/1952,"Uberlandia,  Brazil",Panair do Brasil,Douglas DC-3A,8,8
1184,03/03/1952,"Nice, France",Air France,SNCASE Languedoc,38,38
1185,03/10/1952,"Cebu, Philippines",Philippine Air Lines,Douglas C-47A-35-DL,3,3
1186,03/12/1952,"Near Sequin, Texas",Military - U.S. Air Force / U.S. Air Force,Boeing B-29 / Boeing B-29,15,15
1187,03/22/1952,"Near Gaspe, Quebec, Canada",Maritime Central Airways,Douglas C-47-DL,4,4
1188,03/22/1952,"Frankfurt, Germany",KLM Royal Dutch Airlines,Douglas DC-6,47,44
1189,03/24/1952,"Gao, French West Africa",Société Aérienne de Tr. Tropicaux,Lockheed 18 Lodestar,21,17
1191,03/29/1952,"Near San Felipe, Venezuela",TACA,Douglas DC-3,12,12
1192,03/30/1952,"Baguio, Philippines",Philippine Air Lines,Douglas DC-3,29,10
1193,04/05/1952,"New York, New York",US Airlines,Curtiss C-46F-1-CU,2,2
1194,04/09/1952,"Mihara Volcano, Japan",Japan Air Lines,Martin 202,37,37
1195,04/10/1952,"Agartala, India",Kalinga Airlines,Douglas C-47A,4,4
1196,04/11/1952,"North of San Juan, Puerto Rico",Pan American World Airways,Douglas DC-4,69,52
1197,04/18/1952,"Near Whittier, California",North Continental Airlines (Robin Airlines),Curtiss C-46F-1CU,29,29
1198,12/15/1953,Aviateca,Aviateca,Curtiss C-46D,2,2
1199,04/29/1952,"Near Carolina, Brazil",Pan American World Airways,Boeing 377-10-26 Stratocruiser,50,50
1200,04/30/1952,"Delhi,  India",Deccan Airways,Douglas DC-3,9,9
1201,05/05/1952,"Near Skien, Norway",Fred Olsen Flyveselskap,Douglas C-47A,29,11
1202,05/09/1952,"Ipoh, Malaysia",Garuda Indonesia Airlines,Douglas DC-3,17,17
1203,05/13/1952,"Sao Paulo, Brazil",VASP,Douglas DC-3,22,5
1204,05/24/1952,"Near Manaus, Brazil",Loide Aéreo Nacional,Curtiss C-46A,6,6
1205,05/26/1952,"Near Atar, Mauritania",British Overseas Airways,Handley Page HP-81 Hermes IV,18,1
1206,06/13/1952,BaltiSea,Swedish Air Force,Douglas DC-3,8,8
1207,06/24/1952,"Lakenheath AFB, England",Military - U.S. Air Force,Boeing B-50,11,11
1208,06/25/1952,"Off Northumberland, North Sea",Military - Royal Air Force,Avro Shackleton MR-1,13,11
1209,07/27/1952,"Off Rio de Janeiro, Brazil",Pan American World Airways,Boeing 377 Stratocruiser,27,1
1210,08/12/1952,"Palmeira de Goias, Brazil",Transportes Areos Nacionales,Douglas DC-3,24,24
1211,08/21/1952,"Off Trapani, Italy",Airwork,Handley Page HP-81 Hermes 4A,57,7
1212,08/26/1952,"Near Khewra, West Pakistan",Military - Pakistan Air Force,Bristol 170 Freighter,18,18
1213,08/29/1952,"Kosti, Sudan",Phoenix Airlines,Douglas DC-2-115B,4,2
1214,09/06/1952,"Near Farnsborough, England",Private - de Havilland Aircraft,de Havilland 110,1,1
1215,09/10/1952,"San Blas, Panama",SAM Colombia,Curtiss C-46,46,46
1216,12/17/1953,"Guam, Mariana Islands",Military - U.S. Air Force,Boeing B-29,16,11
1217,09/15/1952,"Wadi Halfa, Sudan",Kalinga Airlines,Douglas C-47A,3,3
1218,10/08/1952,"Off Tarbat Ness, Scotland",Military - Royal Air Force,Avro Shackleton MR-1,14,14
1219,10/14/1952,"San Fransisco do Paula, Brazil",REAL,Douglas DC-3,28,14
1220,10/16/1952,"Off Kangnung, South Korea",Military - U.S. Air Force,Curtiss-Wright C-46D-CU,25,25
1221,10/29/1952,"Near Flagstaff, Arizona",Military - U.S. Air Force,Boeing KC-97G Stratofreighter,16,16
1222,11/06/1952,"Lake Chad, Chad",Union Aeromaritime de Transport,Douglas C-54B-1-DC,6,5
1223,11/07/1952,"Near Summit, Alaska",Military - U.S. Air Force,Fairchild C-119C,19,19
1224,11/14/1952,"Near Seoul, South Korea",Military - U.S. Air Force,Fairchild C-119C,44,44
1225,11/15/1952,"Near Anchorage, Alaska",Military - U.S. Air Force,Fairchild C-119C,20,20
1226,11/17/1952,"Shepard, Montana",Military - U.S. Air Force,Fairchild C-119C-23-FA Flying Boxcar,16,9
1227,11/22/1952,"Mount Gannett, Alaska",Military - U.S. Air Force,Douglas C-124A Globemaster,52,52
1228,11/28/1952,"Near Tacoma, Washington",Military - U.S. Air Force,Douglas C-54G (DC-4),38,37
1229,12/06/1952,"Near Sofia, Bugaria",TABSO,Lisunov Li-2,18,18
1230,12/06/1952,"Off Bermuda-Kindley Field, Bermuda",Cubana de Aviacion,Douglas DC-4,41,37
1231,12/20/1952,"Moses Lake, Washington",Military - U.S. Air Force,Douglas C-124A Globemaster,115,87
1232,12/21/1952,"Off Miami, Florida",Rutas Aéreas Nacionales SA,Curtiss C-46D,3,3
1233,12/25/1952,"Off Caracas, Venezuela",Avensa,Douglas DC-3,5,3
1234,12/25/1952,"Tehran, Iran",Iran Air,Douglas DC-3,29,27
1235,12/30/1952,"Chinmen Island, Taiwan",Philippine Air Lines,Douglas DC-3,10,2
1236,01/05/1953,"Belfast, Northern Ireland",British European Airways,Vickers Viking 610-1B,35,27
1237,02/13/1970,"Pin-la-Garenne, France",Avia-Taxi,Cessna 402,10,10
1238,01/07/1953,"Fish Haven, Idaho",Associated Air Transport,Curtiss C-46,40,40
1239,01/15/1953,"25 nm off Agrigento, Italy",Military -Royal Air Force,Vickers Valetta Mk1 / Avero Lancaster,26,26
1240,01/26/1953,"Sinnai, Sardinia, Italy",Linee Aeree Italiane,Douglas DC-3,19,19
1241,02/02/1953,"Off Newfoundland, Canada",Lancashire Aircraft Corporation (Skyways),Avro 685 York 1,39,39
1242,02/03/1953,"Muong Sai, Laos",Air Outremer,Douglas DC-3,18,18
1243,02/07/1953,"Eysines, France",Autrex,Douglas DC-4,20,5
1244,02/09/1953,"Cairo, Egypt",Military - Egyptian Air Force,Curtiss-Wright C-46,35,30
1245,02/14/1953,"Off Mobile, Alabama",National Airlines,Douglas DC-6,46,46
1246,03/03/1953,"Karachi, Pakistan",Canadian PacifiAir Lines,de Havilland DH106 Comet 1A,11,11
1247,03/04/1953,"Windsor Locks, Connecticut",Slick Airways,Curtiss C-46F,2,2
1248,03/14/1953,"Kalasahar, India",Orient Airways,Convair CV-240-7,16,16
1249,03/17/1953,"Off Da Nang, Vietnam",Aigle Azur,Douglas DC-3,8,8
1250,03/18/1953,"Random Island, Newfoundland",Military - U.S. Air Force,Convair RB-36H,23,23
1251,03/20/1953,"Alvarado, California",Transocean Air Lines,Douglas DC-4  (C-54-10-DO),35,35
1252,03/27/1953,"Itapebi, Brazil",Transportes Aéreos Salvador,de Havilland DH-114 Heron 1B,14,14
1253,03/29/1953,"Mtara, Tanganyika",Central African Airways,Vickers 616 Viking 1B,13,13
1254,04/10/1953,"Off Kingston, Jamaica",Caribbean International Airways,Lockheed 18-56 LodeStar,13,13
1255,04/10/1953,"Miandivazo, Madagascar",Air France,Junkers JU-5/-3m,4,4
1256,04/14/1953,"Near Guwahati, India",Airways,Douglas C-47A,3,3
1257,04/14/1953,"Selleck, Washington",Miami Airlines,Douglas DC-3 (C-47-DL),25,7
1258,04/16/1953,"NW of Hanoi, Vietnam",Aigle Azur,Douglas DC-3,30,30
1259,04/20/1953,"San Francisco Bay, California",Western Airlines,Douglas DC-6B,10,8
1260,05/02/1953,"Near Jalalogori, West Bengal, India",British Overseas Airways,de Havilland DH106 Comet 1,43,43
1261,05/07/1953,"Off Hartland Point, England",Military - Royal Air Force,Vickers Valetta T-3,10,10
1262,05/09/1953,"New Delhi, India",Air India,Douglas DC-3,18,18
1263,05/11/1953,"Prince Rupert, BC, Canada",Canadian PacifiAir Lines,Consolidated PBY-5A Catalina,19,2
